title;url;source_name;publication_date;subtitle;text_news;image_link;video_link;authors;categories;tags;obtained_at;rating
Cartilha citada por Damares não ensina crianças a usar crack;https://www.aosfatos.org/noticias/cartilha-citada-por-damares-nao-ensina-criancas-a-usar-crack/;Aos Fatos;2022-08-12;;Não é verdade que um manual produzido pelo Ministério da Saúde durante o governo de Luiz Inácio Lula da Silva (PT) tratava-se de uma cartilha que “erotizava” crianças e as “ensinava a usar crack”, como afirmam publicações nas redes sociais (veja aqui). O documento citado foi produzido em 2008, pelo programa de combate às infecções sexualmente transmissíveis e à Aids, e era voltado a usuários de drogas adultos. O objetivo do documento era reduzir os danos do consumo de psicotrópicos, não incentivar o uso deles.;;;;;;;Falso
Condenação no TCU não torna Deltan Dallagnol inelegível automaticamente;https://www.aosfatos.org/noticias/tcu-deltan-dallagnol-inelegibilidade/;Aos Fatos;2022-08-10;;Não é verdade que o ex-procurador Deltan Dallagnol (Podemos-PR) está inelegível após ser condenado pelo TCU (Tribunal de Contas da União) a ressarcir R$ 2,8 milhões em valores gastos com diárias, como afirmam publicações nas redes sociais (veja aqui). A inelegibilidade não é automática: a condenação é passível de recursos e o pré-candidato a deputado federal só será impedido de se eleger se a candidatura for barrada pela Justiça Eleitoral, que ainda não julgou o caso.;;;;;;;Falso
Twitter não suspendeu Michelle Bolsonaro, que não tem conta na rede;https://www.aosfatos.org/noticias/twitter-michelle-bolsonaro/;Aos Fatos;2022-08-10;;É falso que o Twitter suspendeu o perfil da primeira-dama Michelle Bolsonaro, como afirmam postagens (veja aqui). A empresa disse que Michelle não tem perfil verificado e que uma conta que usava o nome dela foi suspensa, por violar a política de identidades enganosas. A primeira-dama publicou no Instagram, em perfil verificado, que nunca teve conta no Twitter e também não possui perfil no Facebook.;;;;;;;Falso
Plano de governo de Bolsonaro contém falsidades sobre transparência e leis para mulheres;https://www.aosfatos.org/noticias/checamos-plano-governo-bolsonaro/;Aos Fatos;2022-08-10;;O plano de governo do presidente e candidato à reeleição Jair Bolsonaro (PL) foi publicado nesta quarta-feira (10) no site do TSE (Tribunal Superior Eleitoral) com alegações falsas já propagadas pelo mandatário e por sua gestão. O documento engana ao indicar que o governo ampliou a transparência federal e infla o número de leis que beneficiam mulheres, por exemplo.;;;;;;;Falso
Lula cita na Fiesp informações falsas sobre voto feminino e produção de carnes;https://www.aosfatos.org/noticias/lula-cita-na-fiesp-informacoes-falsas-sobre-voto-feminino-e-producao-de-carnes/;Aos Fatos;2022-08-09;;O ex-presidente Luiz Inácio Lula da Silva (PT) citou informação falsa em sabatina nesta terça-feira (9), na Fiesp (Federação das Indústrias do Estado de São Paulo), ao afirmar que o Brasil foi o último da América Latina a legalizar o voto feminino. O país permitiu que mulheres votassem antes de Argentina, Peru, México e Chile.;;;;;;;Falso
Da ditadura à eleição de 2018, Bolsonaro mente ao Flow Podcast;https://www.aosfatos.org/noticias/bolsonaro-no-flow/;Aos Fatos;2022-08-08;;Ao Flow Podcast, nesta segunda-feira (8), o presidente Jair Bolsonaro (PL) repetiu mentiras e distorções sobre uma ampla gama de temas, do golpe militar de 1964 à eleição de 2018. Ao contrário do que disse o mandatário, cópias doDiário do Congresso Nacionalda sessão de 2 de abril de 1964 não foram incineradas após decisão de 2013. Ele também afirmou que se elegeu presidente sem usar dinheiro do Fundo Eleitoral — o que é falso.;;;;;;;Falso
Mesário não pode anular voto de quem usa camiseta amarela;https://www.aosfatos.org/noticias/mesario-nao-pode-anular-voto-de-quem-usa-camiseta-amarela/;Aos Fatos;2022-08-05;;Não é verdade que mesários podem anular votos de eleitores que usem camisetas amarelas no dia das eleições, como afirmam publicações nas redes sociais (veja aqui). Os equipamentos utilizados pelos mesários não interferem no processo de votação e não há restrição ao uso de cores durante o pleito, segundo o TSE (Tribunal Superior Eleitoral). Os atos proibidos, segundo a Justiça Eleitoral, são a aglomeração de pessoas com vestuário padronizado e a distribuição de camisetas no dia da eleição.;;;;;;;Falso
Vídeo mostra dispersão de protesto, não saques na Argentina;https://www.aosfatos.org/noticias/video-mostra-dispersao-de-protesto-nao-saques-na-argentina/;Aos Fatos;2022-08-04;;Um vídeo que mostra pessoas correndo em uma estrada não retrata saques na Argentina, como afirmam publicações nas redes sociais (veja aqui). As cenas foram gravadas em um protesto de trabalhadores, convocado por sindicatos e movimentos sociais, na província de Tucumán, em julho de 2022, que foi dispersado pela polícia local. Não há registros de que tenham ocorrido saques na ocasião.;;;;;;;Falso
Vídeo com sirenes foi gravado em Taiwan, não na China;https://www.aosfatos.org/noticias/video-com-sirenes-foi-gravado-em-taiwan-nao-na-china/;Aos Fatos;2022-08-04;;Um vídeo em que se ouve o som de sirenes nas ruas de uma cidade não foi gravado na China, como afirmam postagens nas redes sociais (veja aqui). As cenas foram registradas em Nova Taipei, Taiwan, como oAos Fatosverificou ao comparar as imagens da peça de desinformação às que estão no Google Street View. Na terça-feira (2), a presidente da Câmara dos Estados Unidos, Nancy Pelosi, visitou Taiwan, o que provocou uma tensão diplomática entre o país e a China.;;;;;;;Falso
É falso que OMS estima que vacinas reduzirão população mundial em 15%;https://www.aosfatos.org/noticias/e-falso-que-oms-estima-que-vacinas-reduzirao-populacao-mundial-em-15/;Aos Fatos;2022-08-03;;A OMS (Organização Mundial da Saúde) não estimou que as vacinas reduzirão a população mundial em 15%, como afirmam postagens nas redes sociais (veja aqui). Em resposta aoAos Fatos, a organização afirmou que jamais fez tal alegação, que ela não foi publicada por fonte confiável e que os benefícios das vacinas superam os riscos. A afirmação falsa tem como base uma fala do analista financeiro David Martin, que propaga outros tipos de desinformação sobre imunizantes.;;;;;;;Falso
O que Lula, Bolsonaro, Ciro, Janones e Tebet falam de enganoso sobre suas biografias;https://www.aosfatos.org/noticias/lula-bolsonaro-ciro-janones-tebet-falam-enganoso-biografias/;Aos Fatos;2022-08-03;;Os presidenciáveis têm maquiado informações sobre as próprias biografias nesta pré-campanha. Luiz Inácio Lula da Silva (PT) não foi convidado para todas as reuniões do G8 quando era presidente, como afirma. AFolha de S.Paulonão publicou que Jair Bolsonaro (PL) tem mansão de R$ 10 milhões, como repete o presidente, e Ciro Gomes (PDT) não foi o prefeito mais jovem de Fortaleza. Tampouco é real que André Janones (Avante) nunca se absteve em votações na Câmara e que Simone Tebet (MDB) ajudou a aprovar a Lei do Feminicídio no Senado.;;;;;;;Falso
Foto de Gusttavo Lima beijando bandeira não tem relação com Bebel Gilberto;https://www.aosfatos.org/noticias/gusttavo-lima-beija-bandeira-bebel-gilberto/;Aos Fatos;2022-08-01;;O cantor Gusttavo Lima não beijou uma bandeira do Brasil no palco em resposta à atitude da cantora Bebel Gilberto, como afirmam postagens nas redes sociais (veja aqui). O registro que mostra o cantor sertanejo foi feito em março de 2022, enquanto a cantora pisou no símbolo nacional em um show que aconteceu no dia 19 de julho de 2022, em São Francisco, nos Estados Unidos.;;;;;;;Falso
Ciro Nogueira infla prejuízo dos bancos e engana ao dizer que Bolsonaro criou Pix;https://www.aosfatos.org/noticias/ciro-nogueira-infla-prejuizo-dos-bancos-e-engana-ao-dizer-que-bolsonaro-criou-pix/;Aos Fatos;2022-07-29;;Não é verdade que o Pix foi criado pelo governo Jair Bolsonaro (PL) e que já causou perdas aos bancos de até R$ 40 bilhões em tarifas, como afirmou nesta semana o ministro-chefe da Casa Civil, Ciro Nogueira (PP), no Twitter. O meio de pagamento começou a ser estudado no BC (Banco Central) em 2016, na gestão Michel Temer (MDB), e a queda de arrecadação com taxas nas cinco maiores instituições do país foi de R$ 2,69 bilhões entre 2020 e 2021. A cifra reúne todas as tarifas cobradas, não só as de transferência bancária.;;;;;;;Falso
É falso que STF e TSE criaram lei para cassar cristãos eleitos;https://www.aosfatos.org/noticias/e-falso-que-stf-e-tse-criaram-lei-para-cassar-cristaos-eleitos/;Aos Fatos;2022-07-29;;O STF (Supremo Tribunal Federal) não criou uma lei que propõe cassar o mandato de candidatos cristãos eleitos, como diz um vídeo que circula nas redes sociais (veja aqui). Não existe norma aprovada ou projeto de lei semelhante em tramitação no Brasil. O vídeo tira de contexto uma reportagem sobre uma lei da Bolívia que não proíbe cristãos de se candidatar, mas veda o recrutamento forçado de pessoas por entidades religiosas, e adiciona um protesto de uma advogada brasileira em julgamento sem relação com o caso.;;;;;;;Falso
